Policy ID,Age,Gender,Vehicle Type,Fuel Type,City Tier,NCB,Vehicle Age,IDV,Exposure,Claims,Claim Amount,Accident Type,Weather,Fraud Flag
NS-01321,55,Female,Sedan,Petrol,Tier 2,50,3,922000,1.0,0,,,,0
NS-01500,22,Male,Sedan,Diesel,Tier 2,0,2,630000,1.0,0,,,,0
NS-01282,52,Female,Two-Wheeler,Petrol,Tier 2,45,4,156000,1.0,0,,,,0
NS-00383,29,Female,SUV,Petrol,Tier 1,0,14,1114000,1.0,0,,,,0
NS-00837,59,Male,Two-Wheeler,Diesel,Tier 1,0,9,118000,1.0,0,,,,0
NS-01467,46,Female,Hatchback,CNG,Tier 2,25,3,538000,1.0,0,,,,0
NS-00599,47,Female,Sedan,Petrol,Tier 1,0,8,789000,1.0,0,,,,0
NS-02030,27,Female,SUV,Diesel,Tier 3,25,1,971000,1.0,0,,,,0
NS-01691,48,Male,SUV,Petrol,Tier 2,20,0,1753000,1.0,0,,,,0
NS-00264,44,Male,Two-Wheeler,CNG,Tier 1,0,14,180000,1.0,0,,,,0
NS-02073,49,Female,Sedan,CNG,Tier 3,35,13,977000,1.0,0,,,,0
NS-00631,55,Male,Sedan,Petrol,Tier 1,50,2,900000,1.0,0,,,,0
NS-00964,33,Male,SUV,Diesel,Tier 1,0,3,972000,1.0,0,,,,0
NS-01607,57,Female,Two-Wheeler,Petrol,Tier 2,20,1,122000,1.0,0,,,,0
NS-02186,37,Female,Hatchback,Petrol,Tier 3,35,12,672000,1.0,0,,,,0
NS-01342,48,Female,Two-Wheeler,Diesel,Tier 2,25,2,136000,1.0,0,,,,0
NS-00009,43,Female,SUV,Petrol,Tier 1,35,4,2094000,1.0,0,,,,0
NS-00317,59,Male,Two-Wheeler,Diesel,Tier 1,0,12,146000,1.0,1,21100.0,Collision,Clear,0
NS-00305,41,Female,Hatchback,Petrol,Tier 1,50,13,671000,1.0,0,,,,0
NS-00428,28,Female,Hatchback,Electric,Tier 1,25,11,400000,1.0,0,,,,0
NS-00106,37,Female,Sedan,Petrol,Tier 1,35,6,856000,1.0,0,,,,0
NS-01810,57,Male,Hatchback,Petrol,Tier 3,35,11,633000,1.0,0,,,,0
NS-00122,24,Male,SUV,Petrol,Tier 1,0,13,1490000,1.0,0,,,,0
NS-01406,33,Male,Hatchback,Diesel,Tier 2,0,0,527000,1.0,0,,,,0
NS-01594,27,Female,SUV,Petrol,Tier 2,0,5,1678000,1.0,0,,,,0
NS-01193,56,Male,Two-Wheeler,Petrol,Tier 2,25,3,106000,1.0,0,,,,0
NS-01609,30,Male,Sedan,Petrol,Tier 2,25,15,1120000,1.0,0,,,,0
NS-00116,53,Male,SUV,Petrol,Tier 1,50,2,1157000,1.0,0,,,,0
NS-01152,36,Male,Sedan,Petrol,Tier 2,0,1,1199000,1.0,0,,,,0
NS-01412,26,Male,Hatchback,Petrol,Tier 2,25,15,576000,1.0,0,,,,0
NS-02240,59,Female,Sedan,Diesel,Tier 3,0,10,1000000,1.0,0,,,,0
NS-01133,26,Male,Two-Wheeler,Petrol,Tier 2,0,4,115000,1.0,0,,,,0
NS-00809,25,Male,Hatchback,Petrol,Tier 1,35,15,547000,1.0,1,97500.0,Fire,Clear,0
NS-01481,38,Male,Hatchback,Petrol,Tier 2,0,8,398000,1.0,0,,,,0
NS-01442,21,Female,Sedan,Diesel,Tier 2,20,7,1119000,1.0,0,,,,0
NS-00592,24,Female,Two-Wheeler,Petrol,Tier 1,0,11,126000,1.0,0,,,,0
NS-00846,28,Male,Sedan,CNG,Tier 1,25,8,1005000,1.0,0,,,,0
NS-02387,30,Male,Hatchback,Petrol,Tier 3,20,1,661000,1.0,0,,,,0
NS-01103,30,Female,Hatchback,Petrol,Tier 2,35,10,579000,1.0,0,,,,0
NS-02296,50,Male,Sedan,Diesel,Tier 3,50,4,918000,1.0,0,,,,0
NS-00553,45,Female,Hatchback,Petrol,Tier 1,50,8,458000,1.0,0,,,,0
NS-00088,42,Female,Sedan,Petrol,Tier 1,35,13,917000,1.0,0,,,,0
NS-02162,61,Female,Hatchback,Petrol,Tier 3,20,11,413000,1.0,0,,,,0
NS-02341,29,Male,Hatchback,Diesel,Tier 3,0,12,688000,1.0,0,,,,0
NS-01658,28,Female,Sedan,Diesel,Tier 2,0,14,781000,1.0,0,,,,0
NS-02275,48,Male,Hatchback,Petrol,Tier 3,35,14,382000,1.0,0,,,,0
NS-01933,22,Male,Two-Wheeler,CNG,Tier 3,25,7,158000,1.0,0,,,,0
NS-02014,51,Male,Sedan,Petrol,Tier 3,25,6,1050000,1.0,0,,,,0
NS-00544,42,Male,Sedan,Petrol,Tier 1,0,9,627000,1.0,0,,,,0
NS-01595,47,Female,SUV,Diesel,Tier 2,35,3,1936000,1.0,0,,,,0
NS-02130,49,Male,SUV,Petrol,Tier 3,0,10,1850000,1.0,0,,,,0
NS-00495,40,Female,SUV,Petrol,Tier 1,20,3,1299000,1.0,0,,,,0
NS-02272,26,Male,SUV,Petrol,Tier 3,0,13,1968000,1.0,0,,,,0
NS-02395,27,Male,Hatchback,Diesel,Tier 3,45,5,409000,1.0,0,,,,0
NS-01404,36,Male,Hatchback,Diesel,Tier 2,25,7,441000,1.0,0,,,,0
NS-00965,34,Female,Hatchback,Petrol,Tier 1,20,12,424000,1.0,0,,,,0
NS-00072,61,Male,Two-Wheeler,Petrol,Tier 1,45,3,159000,1.0,0,,,,0
NS-00064,27,Male,SUV,Electric,Tier 1,50,8,1967000,1.0,0,,,,0
NS-00842,45,Male,Hatchback,Diesel,Tier 1,0,0,428000,1.0,0,,,,0
NS-01654,37,Male,SUV,Petrol,Tier 2,20,0,1046000,1.0,0,,,,0
NS-01835,37,Male,SUV,Petrol,Tier 3,0,13,1870000,1.0,0,,,,0
NS-01245,24,Female,Hatchback,Petrol,Tier 2,25,8,691000,1.0,0,,,,0
NS-01753,55,Female,Two-Wheeler,Petrol,Tier 2,20,5,96000,1.0,0,,,,0
NS-00501,46,Male,Sedan,Diesel,Tier 1,25,9,1147000,1.0,0,,,,0
NS-01422,21,Male,Hatchback,Petrol,Tier 2,20,3,592000,1.0,0,,,,0
NS-01384,36,Female,Hatchback,Diesel,Tier 2,20,2,434000,1.0,0,,,,0
NS-01805,58,Female,Hatchback,CNG,Tier 3,0,3,423000,1.0,0,,,,0
NS-00756,61,Male,Hatchback,Petrol,Tier 1,45,3,555000,1.0,0,,,,0
NS-00206,43,Male,Hatchback,Petrol,Tier 1,0,8,415000,1.0,0,,,,0
NS-00908,58,Male,Hatchback,Petrol,Tier 1,35,14,507000,1.0,0,,,,0
NS-02274,53,Female,Two-Wheeler,Diesel,Tier 3,35,4,190000,1.0,0,,,,0
NS-00558,34,Female,Two-Wheeler,Diesel,Tier 1,0,2,108000,1.0,0,,,,0
NS-00378,22,Male,Sedan,Petrol,Tier 1,25,15,1022000,1.0,0,,,,0
NS-00536,42,Female,SUV,Diesel,Tier 1,20,4,1096000,1.0,0,,,,0
NS-02373,57,Male,Hatchback,Petrol,Tier 3,45,4,392000,1.0,0,,,,0
NS-00880,38,Female,SUV,Diesel,Tier 1,0,5,1396000,1.0,0,,,,0
NS-00199,24,Female,Sedan,Petrol,Tier 1,50,12,1075000,1.0,0,,,,0
NS-00562,48,Female,Sedan,Petrol,Tier 1,35,1,781000,1.0,0,,,,0
NS-01101,24,Male,SUV,Petrol,Tier 2,45,2,1941000,1.0,0,,,,0
NS-00591,50,Male,Hatchback,Diesel,Tier 1,50,4,436000,1.0,0,,,,0
NS-00520,49,Male,Hatchback,CNG,Tier 1,25,2,514000,1.0,0,,,,0
NS-00309,28,Male,Hatchback,Diesel,Tier 1,25,7,691000,1.0,0,,,,0
NS-01942,60,Male,Hatchback,Petrol,Tier 3,20,15,360000,1.0,0,,,,0
NS-02068,39,Male,Hatchback,Petrol,Tier 3,20,11,616000,1.0,0,,,,0
NS-01062,60,Male,Hatchback,Petrol,Tier 2,20,15,520000,1.0,0,,,,0
NS-00060,52,Male,Hatchback,Petrol,Tier 1,50,5,497000,1.0,0,,,,0
NS-00903,22,Male,Two-Wheeler,Petrol,Tier 1,25,2,114000,1.0,0,,,,0
NS-01095,31,Male,Two-Wheeler,Petrol,Tier 2,35,13,109000,1.0,0,,,,0
NS-00208,37,Male,SUV,CNG,Tier 1,25,1,1073000,1.0,0,,,,0
NS-01836,45,Male,Sedan,Petrol,Tier 3,0,1,668000,1.0,0,,,,0
NS-00706,33,Male,Hatchback,Petrol,Tier 1,25,7,698000,1.0,0,,,,0
NS-01357,61,Female,SUV,Petrol,Tier 2,20,9,1967000,1.0,0,,,,0
NS-00163,51,Female,SUV,Petrol,Tier 1,35,0,2077000,1.0,0,,,,0
NS-01182,50,Male,Two-Wheeler,Petrol,Tier 2,20,9,184000,1.0,0,,,,0
NS-01787,47,Female,Sedan,CNG,Tier 2,50,7,727000,1.0,0,,,,0
NS-02370,36,Male,Two-Wheeler,Petrol,Tier 3,20,11,121000,1.0,0,,,,0
NS-00257,40,Male,Hatchback,Petrol,Tier 1,20,5,609000,1.0,0,,,,0
NS-00507,50,Female,Hatchback,CNG,Tier 1,35,0,669000,1.0,0,,,,0
NS-01780,39,Male,Hatchback,Petrol,Tier 2,0,2,367000,1.0,0,,,,0
NS-02016,35,Female,SUV,CNG,Tier 3,25,7,2008000,1.0,0,,,,0
NS-02358,30,Male,Sedan,Petrol,Tier 3,35,12,924000,1.0,0,,,,0
NS-00701,23,Female,SUV,Petrol,Tier 1,20,3,1172000,1.0,0,,,,0
NS-01513,63,Female,Hatchback,Petrol,Tier 2,45,10,649000,1.0,0,,,,0
NS-00021,22,Female,SUV,Petrol,Tier 1,25,13,1607000,1.0,0,,,,0
NS-01270,53,Female,SUV,Petrol,Tier 2,0,4,1103000,1.0,0,,,,0
NS-00916,50,Male,Two-Wheeler,Petrol,Tier 1,0,14,106000,1.0,0,,,,0
NS-00382,52,Male,Sedan,Diesel,Tier 1,0,3,896000,1.0,0,,,,0
NS-00539,26,Male,Hatchback,Diesel,Tier 1,50,8,431000,1.0,0,,,,0
NS-01643,31,Male,SUV,Petrol,Tier 2,0,15,1189000,1.0,0,,,,0
NS-01125,33,Male,SUV,Petrol,Tier 2,45,8,1066000,1.0,0,,,,0
NS-00084,23,Male,Two-Wheeler,Petrol,Tier 1,0,0,140000,1.0,0,,,,0
NS-02106,63,Female,SUV,Petrol,Tier 3,20,7,1114000,1.0,0,,,,0
NS-01088,41,Female,Sedan,Diesel,Tier 2,0,15,1193000,1.0,0,,,,0
NS-01744,21,Female,Hatchback,Petrol,Tier 2,20,2,374000,1.0,0,,,,0
NS-02166,37,Male,Two-Wheeler,Petrol,Tier 3,0,9,158000,1.0,0,,,,0
NS-00271,36,Female,Two-Wheeler,Electric,Tier 1,20,11,152000,1.0,0,,,,0
NS-02144,21,Female,Hatchback,Petrol,Tier 3,25,15,499000,1.0,0,,,,0
NS-02209,35,Female,SUV,Petrol,Tier 3,20,2,1830000,1.0,0,,,,0
NS-01518,34,Male,Two-Wheeler,Petrol,Tier 2,35,10,105000,1.0,0,,,,0
NS-02171,65,Female,Two-Wheeler,Petrol,Tier 3,35,10,193000,1.0,0,,,,0
NS-00987,60,Female,Sedan,Petrol,Tier 1,20,13,695000,1.0,0,,,,0
NS-00728,36,Male,Sedan,Petrol,Tier 1,25,12,674000,1.0,0,,,,0
NS-00430,23,Female,Hatchback,Petrol,Tier 1,20,5,505000,1.0,0,,,,0
NS-01361,54,Male,Sedan,CNG,Tier 2,35,0,1000000,1.0,0,,,,0
NS-02107,57,Male,SUV,Petrol,Tier 3,0,15,1921000,1.0,0,,,,0
NS-02118,38,Male,Sedan,Petrol,Tier 3,25,9,804000,1.0,0,,,,0
NS-00459,43,Female,Two-Wheeler,Diesel,Tier 1,20,13,103000,1.0,0,,,,0
NS-00079,34,Female,Hatchback,Petrol,Tier 1,45,14,694000,1.0,1,69800.0,Theft,Rain,0
NS-02033,32,Female,SUV,Diesel,Tier 3,0,8,1967000,1.0,0,,,,0
NS-00033,39,Male,Hatchback,CNG,Tier 1,35,9,479000,1.0,0,,,,0
NS-01068,37,Male,SUV,Diesel,Tier 2,50,11,984000,1.0,0,,,,0
NS-00793,60,Female,Two-Wheeler,Electric,Tier 1,20,3,181000,1.0,0,,,,0
NS-02155,33,Female,SUV,Petrol,Tier 3,45,14,2114000,1.0,0,,,,0
NS-00381,42,Male,Hatchback,CNG,Tier 1,25,8,357000,1.0,0,,,,0
NS-00227,62,Male,Two-Wheeler,Petrol,Tier 1,20,6,196000,1.0,0,,,,0
NS-01526,28,Female,Hatchback,Diesel,Tier 2,0,13,639000,1.0,0,,,,0
NS-00716,42,Female,Two-Wheeler,Petrol,Tier 1,35,4,163000,1.0,0,,,,0
NS-02059,32,Male,SUV,Petrol,Tier 3,20,3,1252000,1.0,0,,,,0
NS-00687,25,Female,Sedan,Petrol,Tier 1,25,11,875000,1.0,0,,,,0
NS-02040,27,Male,Sedan,Diesel,Tier 3,45,1,1161000,1.0,1,15500.0,Collision,Clear,0
NS-01965,30,Male,SUV,Diesel,Tier 3,45,6,1215000,1.0,0,,,,0
NS-00306,49,Female,Two-Wheeler,Petrol,Tier 1,20,14,71000,1.0,0,,,,0
NS-00210,38,Male,SUV,Petrol,Tier 1,45,0,1304000,1.0,0,,,,0
NS-00863,26,Female,Two-Wheeler,Petrol,Tier 1,0,11,132000,1.0,0,,,,0
NS-02251,27,Male,Hatchback,Petrol,Tier 3,20,11,657000,1.0,0,,,,0
NS-02380,54,Male,Hatchback,Diesel,Tier 3,0,14,586000,1.0,1,24200.0,Collision,Clear,0
NS-01707,64,Male,Sedan,Petrol,Tier 2,0,9,1116000,1.0,0,,,,0
NS-01179,53,Female,Hatchback,CNG,Tier 2,0,11,632000,1.0,0,,,,0
NS-02119,63,Female,Two-Wheeler,Petrol,Tier 3,25,5,90000,1.0,0,,,,0
NS-00766,50,Female,Two-Wheeler,CNG,Tier 1,0,11,105000,1.0,0,,,,0
NS-01916,40,Female,Hatchback,CNG,Tier 3,35,7,465000,1.0,0,,,,0
NS-01929,50,Male,Hatchback,Petrol,Tier 3,0,9,629000,1.0,0,,,,0
NS-01107,57,Female,Two-Wheeler,Petrol,Tier 2,35,5,150000,1.0,0,,,,0
NS-02361,29,Male,Sedan,Diesel,Tier 3,45,14,610000,1.0,0,,,,0
NS-00484,60,Male,Hatchback,Petrol,Tier 1,25,0,555000,1.0,0,,,,0
NS-01322,45,Female,Hatchback,Petrol,Tier 2,25,3,354000,1.0,0,,,,0
NS-00278,45,Female,SUV,CNG,Tier 1,0,13,1432000,1.0,0,,,,0
NS-01178,35,Female,Two-Wheeler,Diesel,Tier 2,20,6,183000,1.0,0,,,,0
NS-00222,50,Female,Hatchback,Diesel,Tier 1,25,10,568000,1.0,0,,,,0
NS-01028,44,Female,Hatchback,Electric,Tier 2,25,5,646000,1.0,0,,,,0
NS-00572,59,Male,Two-Wheeler,Diesel,Tier 1,20,7,78000,1.0,0,,,,0
NS-00412,36,Male,Hatchback,Petrol,Tier 1,25,15,643000,1.0,0,,,,0
NS-01134,40,Male,Sedan,Petrol,Tier 2,20,9,665000,1.0,0,,,,0
NS-02311,21,Male,Hatchback,Diesel,Tier 3,25,10,575000,1.0,0,,,,0
NS-00586,38,Male,Sedan,Diesel,Tier 1,25,5,823000,1.0,0,,,,0
NS-01806,61,Male,Sedan,Diesel,Tier 3,35,10,994000,1.0,0,,,,0
NS-01941,34,Female,Two-Wheeler,Petrol,Tier 3,0,12,194000,1.0,0,,,,0
NS-02394,45,Female,Hatchback,CNG,Tier 3,25,8,681000,1.0,0,,,,0
NS-01420,62,Male,Two-Wheeler,CNG,Tier 2,0,13,119000,1.0,0,,,,0
NS-00675,24,Female,SUV,Diesel,Tier 1,25,4,954000,1.0,0,,,,0
NS-01958,64,Female,SUV,Petrol,Tier 3,20,11,2182000,1.0,0,,,,0
NS-00448,65,Female,Hatchback,Diesel,Tier 1,35,13,450000,1.0,1,26300.0,Collision,Fog,0
NS-01084,37,Female,Two-Wheeler,Diesel,Tier 2,20,15,120000,1.0,0,,,,0
NS-02194,64,Female,Sedan,Petrol,Tier 3,35,13,804000,1.0,0,,,,0
NS-01560,41,Male,Two-Wheeler,Petrol,Tier 2,25,6,156000,1.0,0,,,,0
NS-02137,47,Male,Two-Wheeler,Petrol,Tier 3,0,6,147000,1.0,0,,,,0
NS-01472,32,Female,Hatchback,Petrol,Tier 2,50,13,557000,1.0,0,,,,0
NS-01504,36,Male,Two-Wheeler,Petrol,Tier 2,35,8,76000,1.0,0,,,,0
NS-00830,52,Male,Hatchback,Petrol,Tier 1,0,4,626000,1.0,0,,,,0
NS-00046,39,Male,Hatchback,Diesel,Tier 1,45,11,598000,1.0,0,,,,0
NS-02103,54,Female,Sedan,Diesel,Tier 3,20,6,732000,1.0,0,,,,0
NS-02379,35,Female,SUV,Diesel,Tier 3,20,1,1075000,1.0,0,,,,0
NS-00295,49,Female,Two-Wheeler,Petrol,Tier 1,25,9,199000,1.0,0,,,,0
NS-01419,60,Female,Two-Wheeler,Petrol,Tier 2,20,6,186000,1.0,0,,,,0
NS-00589,50,Female,Hatchback,CNG,Tier 1,50,15,531000,1.0,0,,,,0
NS-01877,64,Female,Two-Wheeler,Petrol,Tier 3,25,12,62000,1.0,0,,,,0
NS-01981,32,Female,Sedan,CNG,Tier 3,25,9,1184000,1.0,0,,,,0
NS-01371,65,Female,Hatchback,Diesel,Tier 2,20,2,578000,1.0,0,,,,0
NS-01724,47,Female,SUV,Diesel,Tier 2,0,14,1713000,1.0,0,,,,0
NS-02009,43,Female,Hatchback,Electric,Tier 3,35,11,528000,1.0,0,,,,0
NS-01269,40,Male,Sedan,Diesel,Tier 2,0,15,785000,1.0,0,,,,0
NS-00437,30,Male,Hatchback,Petrol,Tier 1,20,3,420000,1.0,0,,,,0
NS-00803,49,Male,Hatchback,Diesel,Tier 1,35,10,564000,1.0,1,12700.0,Collision,Rain,0
NS-01553,44,Male,Sedan,CNG,Tier 2,25,5,603000,1.0,0,,,,0
NS-00394,24,Male,Hatchback,CNG,Tier 1,45,11,455000,1.0,0,,,,0
NS-01911,39,Female,Sedan,Diesel,Tier 3,25,6,836000,1.0,0,,,,0
NS-00535,33,Male,SUV,Petrol,Tier 1,50,5,1785000,1.0,0,,,,0
NS-00031,23,Male,Two-Wheeler,Petrol,Tier 1,35,10,62000,1.0,0,,,,0
NS-01172,47,Male,Hatchback,CNG,Tier 2,25,8,420000,1.0,0,,,,0
NS-01997,45,Male,Two-Wheeler,Electric,Tier 3,35,6,151000,1.0,0,,,,0
NS-00747,38,Female,Two-Wheeler,Petrol,Tier 1,35,4,159000,1.0,0,,,,0
NS-01585,48,Male,Sedan,Diesel,Tier 2,20,9,681000,1.0,0,,,,0
NS-02234,42,Female,Sedan,Petrol,Tier 3,35,13,990000,1.0,0,,,,0
NS-01147,47,Female,Sedan,Petrol,Tier 2,20,3,1148000,1.0,0,,,,0
NS-01579,65,Male,Sedan,Petrol,Tier 2,35,14,939000,1.0,0,,,,0
NS-02314,26,Male,SUV,Petrol,Tier 3,25,2,902000,1.0,0,,,,0
NS-02126,51,Male,Hatchback,Diesel,Tier 3,25,15,365000,1.0,0,,,,0
NS-01515,56,Female,Two-Wheeler,Petrol,Tier 2,25,8,92000,1.0,0,,,,0
NS-01565,35,Male,Hatchback,Diesel,Tier 2,25,9,354000,1.0,1,43200.0,Collision,Fog,0
NS-01085,50,Female,Hatchback,Petrol,Tier 2,35,9,419000,1.0,0,,,,0
NS-00345,34,Female,Hatchback,Petrol,Tier 1,20,3,511000,1.0,0,,,,0
NS-00557,33,Female,Hatchback,Diesel,Tier 1,35,5,415000,1.0,0,,,,0
NS-01288,29,Female,Hatchback,Petrol,Tier 2,20,13,696000,1.0,0,,,,0
NS-02290,51,Male,Sedan,Petrol,Tier 3,20,2,922000,1.0,0,,,,0
NS-00681,30,Male,Hatchback,Electric,Tier 1,20,1,404000,1.0,0,,,,0
NS-00917,31,Male,Two-Wheeler,Petrol,Tier 1,0,7,179000,1.0,0,,,,0
NS-00904,31,Male,Sedan,Petrol,Tier 1,20,4,1165000,1.0,0,,,,0
NS-00353,34,Female,Hatchback,Petrol,Tier 1,0,5,559000,1.0,0,,,,0
NS-00092,52,Female,Hatchback,Petrol,Tier 1,0,0,516000,1.0,0,,,,0
NS-01838,23,Female,Hatchback,Diesel,Tier 3,25,14,623000,1.0,0,,,,0
NS-02091,48,Male,Sedan,Petrol,Tier 3,45,4,1095000,1.0,0,,,,0
NS-02087,24,Female,SUV,Petrol,Tier 3,25,1,2189000,1.0,0,,,,0
NS-00868,47,Male,SUV,Petrol,Tier 1,20,3,2103000,1.0,0,,,,0
NS-00262,44,Male,Hatchback,Petrol,Tier 1,50,4,675000,1.0,1,16600.0,Natural Disaster,Clear,1
NS-01827,51,Female,Two-Wheeler,Petrol,Tier 3,0,0,89000,1.0,0,,,,0
NS-00749,41,Female,Two-Wheeler,Diesel,Tier 1,20,10,133000,1.0,0,,,,0
NS-00818,24,Female,Two-Wheeler,CNG,Tier 1,20,1,160000,1.0,0,,,,0
NS-01617,50,Female,Sedan,Petrol,Tier 2,25,12,601000,1.0,1,26200.0,Theft,Clear,0
NS-00568,27,Male,Two-Wheeler,Petrol,Tier 1,25,11,193000,1.0,0,,,,0
NS-02237,29,Female,Hatchback,Diesel,Tier 3,0,12,595000,1.0,0,,,,0
NS-01901,53,Female,Sedan,CNG,Tier 3,20,0,1139000,1.0,0,,,,0
NS-01937,41,Male,SUV,CNG,Tier 3,20,10,1962000,1.0,0,,,,0
NS-02391,51,Female,SUV,Diesel,Tier 3,25,15,1349000,1.0,0,,,,0
NS-02384,35,Male,Sedan,Diesel,Tier 3,50,6,1101000,1.0,0,,,,0
NS-02031,60,Female,Hatchback,Petrol,Tier 3,0,0,426000,1.0,0,,,,0
NS-00301,28,Female,Hatchback,CNG,Tier 1,25,12,522000,1.0,0,,,,0
NS-01294,58,Female,SUV,Petrol,Tier 2,45,7,1610000,1.0,0,,,,0
NS-02324,40,Male,Sedan,Diesel,Tier 3,0,10,1150000,1.0,0,,,,0
NS-01272,53,Male,SUV,Petrol,Tier 2,35,5,1681000,1.0,0,,,,0
NS-02276,49,Female,Sedan,Petrol,Tier 3,0,12,971000,1.0,0,,,,0
NS-01024,29,Female,Two-Wheeler,Diesel,Tier 2,0,3,149000,1.0,0,,,,0
NS-00316,32,Female,Hatchback,Petrol,Tier 1,25,11,571000,1.0,0,,,,0
NS-01904,32,Male,Sedan,Electric,Tier 3,50,12,1088000,1.0,0,,,,0
NS-00454,52,Female,Sedan,Petrol,Tier 1,35,7,639000,1.0,0,,,,0
NS-00602,29,Female,Two-Wheeler,Diesel,Tier 1,50,0,64000,1.0,0,,,,0
NS-00176,32,Female,Sedan,Petrol,Tier 1,20,9,662000,1.0,0,,,,0
NS-01333,21,Female,Hatchback,CNG,Tier 2,50,5,424000,1.0,0,,,,0
NS-01174,52,Male,Two-Wheeler,Petrol,Tier 2,0,14,171000,1.0,1,28500.0,Collision,Clear,0
NS-00038,39,Female,Hatchback,Petrol,Tier 1,25,4,690000,1.0,0,,,,0
NS-00124,22,Male,Sedan,Diesel,Tier 1,35,5,962000,1.0,0,,,,0
NS-00892,49,Male,Hatchback,Diesel,Tier 1,35,9,678000,1.0,1,33300.0,Collision,Rain,0
NS-00395,42,Female,Hatchback,CNG,Tier 1,0,0,618000,1.0,1,43700.0,Natural Disaster,Rain,0
NS-01190,38,Male,Two-Wheeler,Diesel,Tier 2,20,13,113000,1.0,0,,,,0
NS-02257,36,Female,SUV,Electric,Tier 3,45,2,1918000,1.0,0,,,,0
NS-00040,25,Female,Sedan,Petrol,Tier 1,0,0,810000,1.0,0,,,,0
NS-00463,58,Female,Sedan,Petrol,Tier 1,35,5,784000,1.0,0,,,,0
NS-02335,57,Male,Sedan,Diesel,Tier 3,25,6,1094000,1.0,0,,,,0
NS-01729,64,Male,Hatchback,Petrol,Tier 2,25,7,522000,1.0,1,44800.0,Third-Party Liability,Clear,0
NS-00332,40,Male,Sedan,Petrol,Tier 1,0,7,1011000,1.0,0,,,,0
NS-01606,56,Female,Hatchback,Petrol,Tier 2,45,2,470000,1.0,0,,,,0
NS-00195,48,Male,Two-Wheeler,Diesel,Tier 1,0,6,190000,1.0,0,,,,0
NS-02256,34,Female,Two-Wheeler,Electric,Tier 3,0,3,60000,1.0,0,,,,0
NS-02282,55,Female,Hatchback,Petrol,Tier 3,45,0,391000,1.0,0,,,,0
NS-00635,36,Female,Sedan,CNG,Tier 1,25,4,1065000,1.0,0,,,,0
NS-00323,53,Female,SUV,CNG,Tier 1,20,1,1608000,1.0,0,,,,0
NS-01936,55,Female,Hatchback,Diesel,Tier 3,50,10,557000,1.0,0,,,,0
NS-00267,48,Male,SUV,Diesel,Tier 1,35,8,1450000,1.0,0,,,,0
NS-01533,25,Male,Two-Wheeler,Petrol,Tier 2,25,0,146000,1.0,0,,,,0
NS-02004,42,Male,Hatchback,Petrol,Tier 3,50,11,366000,1.0,0,,,,0
NS-00580,57,Male,Sedan,Petrol,Tier 1,45,5,1141000,1.0,0,,,,0
NS-01390,32,Female,Sedan,Petrol,Tier 2,50,11,768000,1.0,0,,,,0
NS-01360,56,Male,Sedan,CNG,Tier 2,50,11,639000,1.0,0,,,,0
NS-02067,35,Male,Sedan,Petrol,Tier 3,0,7,1018000,1.0,0,,,,0
NS-01934,21,Female,SUV,Petrol,Tier 3,20,3,1415000,1.0,0,,,,0
NS-00962,24,Female,Two-Wheeler,Petrol,Tier 1,25,2,132000,1.0,0,,,,0
NS-01978,38,Female,Sedan,Petrol,Tier 3,0,11,974000,1.0,0,,,,0
NS-01058,38,Female,SUV,Electric,Tier 2,25,7,1410000,1.0,0,,,,0
NS-01831,21,Male,Sedan,Petrol,Tier 3,25,2,1073000,1.0,0,,,,0
NS-01348,64,Male,Two-Wheeler,Petrol,Tier 2,25,4,137000,1.0,0,,,,0
NS-01387,50,Male,Two-Wheeler,Diesel,Tier 2,25,13,100000,1.0,0,,,,0
NS-00850,38,Female,Two-Wheeler,CNG,Tier 1,25,4,193000,1.0,0,,,,0
NS-01399,36,Male,Hatchback,Diesel,Tier 2,35,11,680000,1.0,1,34300.0,Collision,Clear,0
NS-02316,26,Male,Sedan,Diesel,Tier 3,35,15,1027000,1.0,0,,,,0
NS-01194,21,Female,Sedan,Petrol,Tier 2,0,12,656000,1.0,0,,,,0
NS-00573,60,Female,Two-Wheeler,Petrol,Tier 1,0,0,71000,1.0,0,,,,0
NS-01186,31,Male,Hatchback,Diesel,Tier 2,25,14,568000,1.0,0,,,,0
NS-02099,32,Female,Sedan,Petrol,Tier 3,0,11,830000,1.0,0,,,,0
NS-02174,28,Female,SUV,CNG,Tier 3,25,2,2028000,1.0,0,,,,0
NS-01122,23,Male,Sedan,Diesel,Tier 2,45,4,1183000,1.0,0,,,,0
NS-01132,44,Female,Two-Wheeler,Diesel,Tier 2,20,9,153000,1.0,0,,,,0
NS-02360,40,Male,Two-Wheeler,CNG,Tier 3,20,13,198000,1.0,0,,,,0
NS-01035,57,Female,Sedan,Petrol,Tier 2,35,11,1126000,1.0,0,,,,0
NS-00054,33,Male,Sedan,Petrol,Tier 1,0,7,1104000,1.0,0,,,,0
NS-00773,53,Male,Sedan,Diesel,Tier 1,0,1,621000,1.0,0,,,,0
NS-01378,35,Female,Hatchback,Petrol,Tier 2,25,4,640000,1.0,1,38100.0,Collision,Rain,0
NS-02078,23,Male,SUV,CNG,Tier 3,20,3,1661000,1.0,0,,,,0
NS-01454,32,Female,SUV,Diesel,Tier 2,0,12,1991000,1.0,0,,,,0
